time,flux
0.0,0.4629142222945575
0.0001369453662379045,0.48821688847128186
0.00017571979916968932,0.5396191413856677
0.0005946417314086498,0.5151274320623891
0.0007378459825043764,0.5290490549611775
0.0007984736242195664,0.40040849938706913
0.0011887457599025501,0.48950249792317635
0.0013398718024340303,0.5145723467280838
0.0014194902385616744,0.5097903886836797
0.0017824503651591602,0.5093954542605275
0.002038551359362234,0.48040114657039723
0.0023756291376629147,0.44420944581400335
0.002547498750449553,0.34715057135551675
0.002655837505575832,0.49828044651008696
0.002968619760393843,0.4909637205725197
0.0031532955820475148,0.42557683766387555
0.003271465143530314,0.49982251988241444
0.003561363190858807,0.414358936729041
0.003760476751998054,0.49968615397238736
0.0038853527236725398,0.4735629116784885
0.004153866674481329,0.4513322837585001
0.004497619178857561,0.4612990978947522
0.004746336551671684,0.5805311338459553
0.005108385291835775,0.5020096216920535
0.005338714396568444,0.4867247640555128
0.005717574291950288,0.4609862198322894
0.006325441387680315,0.3946995857500646
0.006931829626967294,0.4740182003997546
0.007536832781199145,0.4435418398512212
0.007702830517831495,0.4325362888796995
0.008140560890244427,0.46707568195292737
0.008296257523167348,0.45681652779603965
0.008743142141252514,0.5110954234359468
0.008890168960212684,0.4673840364345203
0.009344573682301486,0.454254953592546
0.009484440250077691,0.5846213417397976
0.010079407466718988,0.48592021669607277
0.010544180100715256,0.48270133362528256
0.010675011875959182,0.4556629266281895
0.011142553148121117,0.4650149846402698
0.011271192990074317,0.48072392671861053
0.011740040095654899,0.4286205197958921
0.011868286945647533,0.7502982548438055
0.012336643024449015,0.45733075396575273
0.01246623235891189,0.4608232801671157
0.012932629938092029,0.5302375941225321
0.0130650324238274,0.48906054614756655
0.01352780582678253,0.49400616061764424
0.01366488901022391,0.47581006477846444
0.01370384882290286,0.4753346012689228
0.014122505984052534,0.5020242650632589
0.014265804507549579,0.5305252978510993
0.014326709474591685,0.4225912394634719
0.014716537095838183,0.44870515392977595
0.014867713475756376,0.49749955506726096
0.014947568693671212,0.495694861115787
0.015310235843092854,0.49568868109784603
0.01547094804813843,0.571429410778233
0.015566671668354034,0.5013567438620505
0.015903475970459005,0.4340824437066608
0.016075374492677902,0.38867023947602064
0.01618393438255981,0.505437363594325
0.016496462816320265,0.47957472941856594
0.01668118951491346,0.46490678442237865
0.016799472690802255,0.47749349067539626
0.017288389795631832,0.432041421050819
0.017413404283037986,0.46197166282201607
0.01768163881775272,0.48622427928206946
0.018025649464426495,0.4613612465035075
0.01827404167477617,0.5049588713844528
0.01863646082276178,0.5546743646624037
0.01886655209550625,0.47140536293953517
0.01924562978234335,0.47543700572779457
0.01985334534081273,0.4571452861836143
0.020459715081146225,0.4472581959895514
0.02106476671323457,0.489633150726835
0.021668478019063766,0.5339999856070854
0.021824044812456905,0.41982221160025546
0.022271043391803445,0.4542566040165781
0.022417896209799816,0.5160615359926446
0.022872459825373736,0.42354697537990305
0.02301230702705801,0.5473002600526584
0.02347272570593181,0.4988774337434556
0.02360714997794275,0.4750827188682081
0.02407210486035291,0.4055022176038108
0.024202763477684304,0.41725094523008366
0.024670399214944915,0.49832697285158645
0.02526780838979508,0.4619658354556613
0.025396125844126857,0.4944301407074363
0.025864533257524264,0.4818032798162051
0.02599401707087329,0.4432416973948179
0.026460378191699267,0.5229072796622489
0.026592896218814957,0.44084003894622725
0.027055677715062235,0.4748796155099235
0.027192766756505553,0.4871006024779021
0.027232043749157827,0.45944061196078323
0.02765023774275958,0.5037546013988887
0.02779363068799838,0.5558524736757526
0.027854812908105868,0.4227505996805654
0.028244394493270993,0.34598503539840664
0.028475713364435874,0.4826211932384936
0.028837955037927326,0.4664737196395734
0.0289989389415348,0.4811164298147652
0.029431256597234848,0.4516789992846242
0.02960338280592214,0.4806972516502732
0.029712030956045406,0.4973924038586368
0.030024173378309774,0.45372518024187514
0.030209216172953236,0.5072062561361825
0.030327612654932137,0.47415237287696854
0.03061691118200972,0.48097623852256177
0.030816369363236628,0.3796084568644176
0.03094152174010779,0.47875770795754846
0.031209477176679233,0.47542851637439654
0.031553745339383904,0.46594616786608967
0.031801879185833985,0.4541056877552272
0.03216440361887908,0.5092391954896307
0.03239425737758612,0.5099348056026578
0.03277361875358283,0.4479216311704626
